candidate_id,gender,gender_code,experience,test_score,education_level,education_code,hired
CAN_0566,Female,1,6,81,PhD,2,0
CAN_0567,Male,0,9,69,Bachelor,0,0
CAN_0568,Male,0,7,47,PhD,2,1
CAN_0569,Female,1,15,72,Master,1,1
CAN_0570,Male,0,9,95,Master,1,1
CAN_0571,Female,1,2,53,Master,1,0
CAN_0572,Female,1,12,68,Bachelor,0,1
CAN_0573,Male,0,8,55,Bachelor,0,1
CAN_0574,Female,1,8,62,Bachelor,0,0
CAN_0575,Female,1,2,91,Bachelor,0,1
CAN_0576,Female,1,12,65,Bachelor,0,1
CAN_0577,Male,0,14,91,PhD,2,1
CAN_0578,Female,1,4,86,PhD,2,1
CAN_0579,Male,0,14,64,Master,1,1
CAN_0580,Male,0,15,62,PhD,2,1
CAN_0581,Male,0,11,56,Master,1,1
CAN_0582,Female,1,15,56,Bachelor,0,0
CAN_0583,Male,0,7,75,Bachelor,0,1
CAN_0584,Male,0,11,69,Master,1,1
CAN_0585,Female,1,4,60,Master,1,0
CAN_0586,Male,0,4,46,Bachelor,0,0
CAN_0587,Male,0,6,71,Master,1,1
CAN_0588,Male,0,10,62,Bachelor,0,1
CAN_0589,Male,0,6,67,Master,1,0
CAN_0590,Male,0,10,74,PhD,2,0
CAN_0591,Male,0,15,32,Master,1,1
CAN_0592,Female,1,3,47,PhD,2,1
CAN_0593,Male,0,15,100,PhD,2,1
CAN_0594,Male,0,9,62,PhD,2,1
CAN_0595,Female,1,12,32,PhD,2,1
CAN_0596,Male,0,10,48,PhD,2,1
CAN_0597,Female,1,14,100,Master,1,1
CAN_0598,Male,0,11,59,Bachelor,0,1
CAN_0599,Male,0,2,87,Bachelor,0,0
CAN_0600,Male,0,6,71,Master,1,1
CAN_0601,Male,0,12,62,Bachelor,0,1
CAN_0602,Male,0,7,81,Bachelor,0,1
CAN_0603,Male,0,12,34,PhD,2,1
CAN_0604,Male,0,13,48,PhD,2,1
CAN_0605,Male,0,9,62,PhD,2,1
CAN_0606,Male,0,13,49,Bachelor,0,1
CAN_0607,Male,0,3,61,Bachelor,0,0
CAN_0608,Male,0,10,82,Bachelor,0,1
CAN_0609,Female,1,3,71,Bachelor,0,0
CAN_0610,Female,1,7,89,Bachelor,0,1
CAN_0611,Male,0,14,72,Bachelor,0,0
CAN_0612,Female,1,4,84,PhD,2,1
CAN_0613,Female,1,13,69,Master,1,0
CAN_0614,Male,0,8,61,Bachelor,0,1
CAN_0615,Female,1,13,92,Bachelor,0,0
CAN_0616,Female,1,7,59,Master,1,1
CAN_0617,Male,0,5,75,Bachelor,0,1
CAN_0618,Male,0,7,81,PhD,2,1
CAN_0619,Female,1,3,82,Bachelor,0,0
CAN_0620,Female,1,12,52,Bachelor,0,0
CAN_0621,Male,0,2,85,Bachelor,0,1
CAN_0622,Male,0,6,55,Bachelor,0,0
CAN_0623,Male,0,2,82,Master,1,1
CAN_0624,Male,0,3,78,Master,1,1
CAN_0625,Female,1,6,82,Master,1,0
CAN_0626,Male,0,5,51,Bachelor,0,0
CAN_0627,Male,0,8,78,Master,1,1
CAN_0628,Female,1,9,86,Master,1,1
CAN_0629,Male,0,11,72,PhD,2,1
CAN_0630,Male,0,3,57,Bachelor,0,0
CAN_0631,Female,1,12,83,Bachelor,0,1
CAN_0632,Female,1,10,71,Master,1,0
CAN_0633,Female,1,3,44,Master,1,0
CAN_0634,Female,1,3,56,Bachelor,0,0
CAN_0635,Male,0,13,62,Bachelor,0,1
CAN_0636,Male,0,13,92,Bachelor,0,1
CAN_0637,Female,1,6,89,PhD,2,1
CAN_0638,Male,0,15,89,Bachelor,0,1
CAN_0639,Male,0,15,73,PhD,2,1
CAN_0640,Male,0,1,83,Master,1,0
CAN_0641,Male,0,7,52,PhD,2,1
CAN_0642,Male,0,12,70,PhD,2,1
CAN_0643,Male,0,1,76,Bachelor,0,0
CAN_0644,Male,0,14,53,PhD,2,1
CAN_0645,Male,0,5,73,Bachelor,0,1
CAN_0646,Female,1,15,95,PhD,2,1
CAN_0647,Female,1,10,78,Master,1,0
CAN_0648,Female,1,13,83,Bachelor,0,0
CAN_0649,Female,1,8,33,Master,1,1
CAN_0650,Male,0,4,93,PhD,2,1
CAN_0651,Male,0,5,67,Bachelor,0,0
CAN_0652,Female,1,4,58,Master,1,0
CAN_0653,Female,1,12,67,Master,1,1
CAN_0654,Female,1,12,47,PhD,2,1
CAN_0655,Male,0,14,85,Bachelor,0,1
CAN_0656,Male,0,4,64,Bachelor,0,0
CAN_0657,Male,0,12,58,Bachelor,0,0
CAN_0658,Male,0,8,67,Master,1,1
CAN_0659,Female,1,2,86,Bachelor,0,1
CAN_0660,Female,1,1,71,PhD,2,1
CAN_0661,Male,0,3,48,Bachelor,0,0
CAN_0662,Female,1,9,76,Master,1,1
CAN_0663,Female,1,4,56,Bachelor,0,0
CAN_0664,Male,0,10,37,Bachelor,0,1
CAN_0665,Male,0,5,92,Bachelor,0,1
CAN_0666,Male,0,2,76,Bachelor,0,0
CAN_0667,Male,0,4,68,Master,1,1
CAN_0668,Male,0,2,64,PhD,2,1
CAN_0669,Male,0,15,90,Master,1,1
CAN_0670,Male,0,2,100,PhD,2,1
CAN_0671,Male,0,4,76,PhD,2,1
CAN_0672,Female,1,6,54,Master,1,1
CAN_0673,Male,0,7,67,PhD,2,1
CAN_0674,Female,1,10,76,Master,1,1
CAN_0675,Male,0,3,34,Bachelor,0,0
CAN_0676,Female,1,3,75,Master,1,0
CAN_0677,Male,0,10,76,Bachelor,0,1
CAN_0678,Male,0,6,89,Master,1,1
CAN_0679,Female,1,13,88,Master,1,1
CAN_0680,Female,1,12,71,Bachelor,0,1
CAN_0681,Female,1,3,92,Bachelor,0,1
CAN_0682,Male,0,13,100,PhD,2,1
CAN_0683,Male,0,2,70,Master,1,0
CAN_0684,Female,1,8,76,Bachelor,0,1
CAN_0685,Female,1,5,43,Master,1,0
CAN_0686,Female,1,15,48,Master,1,1
CAN_0687,Female,1,1,57,Master,1,0
CAN_0688,Male,0,3,63,PhD,2,1
CAN_0689,Female,1,10,53,Master,1,1
CAN_0690,Male,0,8,69,Bachelor,0,0
CAN_0691,Male,0,4,63,PhD,2,1
CAN_0692,Male,0,14,86,PhD,2,1
CAN_0693,Female,1,7,62,Bachelor,0,0
CAN_0694,Male,0,10,35,Bachelor,0,1
CAN_0695,Male,0,12,71,Bachelor,0,1
CAN_0696,Female,1,14,69,Master,1,1
CAN_0697,Male,0,14,57,Master,1,1
CAN_0698,Female,1,2,71,Master,1,0
CAN_0699,Male,0,7,53,PhD,2,1
CAN_0700,Male,0,5,74,Master,1,1
CAN_0701,Female,1,5,100,Bachelor,0,1
CAN_0702,Male,0,6,42,Bachelor,0,0
CAN_0703,Male,0,13,62,Bachelor,0,1
CAN_0704,Male,0,9,59,Bachelor,0,1
CAN_0705,Male,0,14,63,Master,1,1
CAN_0706,Female,1,6,85,PhD,2,1
CAN_0707,Male,0,12,78,Bachelor,0,1
CAN_0708,Female,1,13,82,Master,1,1
CAN_0709,Male,0,15,70,Master,1,1
CAN_0710,Female,1,14,50,Bachelor,0,1
CAN_0711,Female,1,8,53,Bachelor,0,0
CAN_0712,Female,1,7,81,Bachelor,0,1
CAN_0713,Male,0,9,72,Bachelor,0,1
CAN_0714,Male,0,4,88,PhD,2,1
CAN_0715,Male,0,2,74,Bachelor,0,1
CAN_0716,Female,1,7,52,Bachelor,0,1
CAN_0717,Female,1,6,62,Master,1,0
CAN_0718,Female,1,1,78,PhD,2,1
CAN_0719,Male,0,11,80,Bachelor,0,1
CAN_0720,Female,1,9,82,Bachelor,0,1
CAN_0721,Female,1,9,54,Bachelor,0,0
CAN_0722,Male,0,12,51,Bachelor,0,1
CAN_0723,Male,0,2,67,Bachelor,0,1
CAN_0724,Female,1,3,91,Master,1,1
CAN_0725,Female,1,5,59,Bachelor,0,0
CAN_0726,Female,1,5,76,Bachelor,0,0
CAN_0727,Male,0,15,76,PhD,2,1
CAN_0728,Female,1,1,81,Bachelor,0,0
CAN_0729,Male,0,8,94,Bachelor,0,1
CAN_0730,Male,0,12,93,Bachelor,0,1
CAN_0731,Male,0,8,61,PhD,2,1
CAN_0732,Female,1,4,38,Bachelor,0,0
CAN_0733,Female,1,13,59,PhD,2,1
CAN_0734,Female,1,7,71,Master,1,1
CAN_0735,Male,0,15,64,Bachelor,0,1
CAN_0736,Female,1,15,99,PhD,2,1
CAN_0737,Male,0,11,70,Bachelor,0,1
CAN_0738,Female,1,10,79,Bachelor,0,1
CAN_0739,Male,0,3,73,PhD,2,0
CAN_0740,Male,0,6,64,Master,1,1
CAN_0741,Male,0,14,41,Master,1,1
CAN_0742,Male,0,10,68,Bachelor,0,1
CAN_0743,Female,1,13,100,Bachelor,0,1
CAN_0744,Female,1,10,51,Master,1,1
CAN_0745,Male,0,12,42,Bachelor,0,1
CAN_0746,Female,1,14,99,Bachelor,0,1
CAN_0747,Male,0,9,81,Bachelor,0,1
CAN_0748,Female,1,1,72,Bachelor,0,1
CAN_0749,Female,1,5,90,PhD,2,1
CAN_0750,Female,1,4,57,Bachelor,0,0
CAN_0751,Male,0,8,68,PhD,2,1
CAN_0752,Female,1,11,84,Bachelor,0,1
CAN_0753,Female,1,12,100,Master,1,1
CAN_0754,Male,0,1,52,Bachelor,0,0
CAN_0755,Male,0,9,89,Bachelor,0,1
CAN_0756,Female,1,6,75,Bachelor,0,0
CAN_0757,Female,1,4,72,Bachelor,0,0
CAN_0758,Female,1,12,69,Master,1,1
CAN_0759,Female,1,9,49,PhD,2,0
CAN_0760,Female,1,11,84,Master,1,1
CAN_0761,Male,0,5,58,Bachelor,0,1
CAN_0762,Male,0,15,53,Bachelor,0,1
CAN_0763,Male,0,5,83,Bachelor,0,1
CAN_0764,Female,1,12,81,Master,1,1
CAN_0765,Male,0,5,71,Master,1,1
CAN_0766,Female,1,1,86,PhD,2,1
CAN_0767,Female,1,1,91,Bachelor,0,0
CAN_0768,Female,1,8,89,Master,1,0
CAN_0769,Male,0,12,62,Bachelor,0,1
CAN_0770,Female,1,8,85,Master,1,1
CAN_0771,Male,0,12,73,Master,1,1
CAN_0772,Female,1,15,95,Master,1,1
CAN_0773,Male,0,15,68,Master,1,1
CAN_0774,Male,0,6,64,Bachelor,0,0
CAN_0775,Female,1,12,60,Master,1,1
CAN_0776,Male,0,11,72,Bachelor,0,1
CAN_0777,Male,0,13,77,Master,1,1
CAN_0778,Female,1,4,77,Bachelor,0,0
CAN_0779,Female,1,2,75,Master,1,0
CAN_0780,Female,1,14,80,PhD,2,1
CAN_0781,Female,1,2,66,PhD,2,1
CAN_0782,Female,1,9,56,PhD,2,1
CAN_0783,Male,0,15,55,Master,1,1
CAN_0784,Male,0,5,84,Master,1,1
CAN_0785,Male,0,4,77,Master,1,1
CAN_0786,Female,1,10,42,PhD,2,1
CAN_0787,Female,1,13,86,Bachelor,0,1
CAN_0788,Male,0,1,98,PhD,2,1
CAN_0789,Male,0,7,59,PhD,2,1
CAN_0790,Female,1,3,75,Master,1,0
CAN_0791,Male,0,6,62,Bachelor,0,1
CAN_0792,Female,1,5,79,Bachelor,0,1
CAN_0793,Female,1,5,52,PhD,2,0
CAN_0794,Female,1,11,68,Bachelor,0,0
CAN_0795,Male,0,5,84,PhD,2,1
CAN_0796,Female,1,1,88,Bachelor,0,0
CAN_0797,Female,1,1,76,Bachelor,0,0
CAN_0798,Female,1,3,64,PhD,2,1
CAN_0799,Female,1,14,46,Master,1,1
CAN_0800,Female,1,12,58,Master,1,1
CAN_0801,Female,1,10,62,Master,1,1
CAN_0802,Male,0,4,59,Bachelor,0,1
CAN_0803,Female,1,5,70,Master,1,0
CAN_0804,Female,1,2,64,Bachelor,0,0
CAN_0805,Male,0,8,72,PhD,2,1
CAN_0806,Female,1,11,88,PhD,2,1
CAN_0807,Female,1,11,63,Bachelor,0,1
CAN_0808,Female,1,14,49,Master,1,1
CAN_0809,Male,0,2,59,Master,1,0
CAN_0810,Male,0,9,78,Bachelor,0,0
CAN_0811,Female,1,2,80,PhD,2,0
CAN_0812,Female,1,13,76,Bachelor,0,1
CAN_0813,Male,0,9,89,Bachelor,0,1
CAN_0814,Female,1,7,67,Master,1,0
CAN_0815,Female,1,15,100,Master,1,1
CAN_0816,Female,1,8,82,Master,1,0
CAN_0817,Female,1,15,32,Master,1,1
CAN_0818,Male,0,11,97,Master,1,1
CAN_0819,Male,0,2,58,Master,1,0
CAN_0820,Male,0,7,54,Bachelor,0,1
CAN_0821,Female,1,12,77,Bachelor,0,1
CAN_0822,Male,0,6,43,Bachelor,0,0
CAN_0823,Male,0,4,59,Bachelor,0,0
CAN_0824,Male,0,7,93,Master,1,1
CAN_0825,Female,1,14,78,Bachelor,0,1
CAN_0826,Female,1,13,82,Bachelor,0,1
CAN_0827,Male,0,4,60,Bachelor,0,0
CAN_0828,Male,0,2,46,PhD,2,0
CAN_0829,Female,1,10,80,PhD,2,1
CAN_0830,Male,0,12,83,Master,1,1
CAN_0831,Male,0,7,83,PhD,2,1
CAN_0832,Male,0,8,73,Master,1,1
CAN_0833,Male,0,2,55,Master,1,1
CAN_0834,Male,0,5,100,Bachelor,0,1
CAN_0835,Male,0,1,77,Master,1,0
CAN_0836,Male,0,7,67,Master,1,1
CAN_0837,Female,1,8,67,Master,1,1
CAN_0838,Male,0,13,72,Master,1,1
CAN_0839,Female,1,6,86,Master,1,1
CAN_0840,Female,1,5,72,Master,1,0
CAN_0841,Male,0,15,82,PhD,2,1
CAN_0842,Female,1,6,72,Bachelor,0,1
CAN_0843,Male,0,15,68,Master,1,1
CAN_0844,Female,1,2,79,Bachelor,0,0
CAN_0845,Male,0,1,79,Master,1,1
CAN_0846,Male,0,7,67,Master,1,1
CAN_0847,Male,0,7,58,Bachelor,0,0
CAN_0848,Female,1,10,75,Master,1,1
CAN_0849,Female,1,11,71,Bachelor,0,1
CAN_0850,Female,1,10,61,Master,1,1
CAN_0851,Male,0,14,57,Bachelor,0,1
CAN_0852,Female,1,2,76,Master,1,0
CAN_0853,Male,0,2,78,Bachelor,0,1
CAN_0854,Female,1,1,64,Master,1,1
CAN_0855,Male,0,10,61,Bachelor,0,0
CAN_0856,Male,0,8,57,PhD,2,0
CAN_0857,Male,0,15,75,PhD,2,1
CAN_0858,Male,0,8,57,PhD,2,1
CAN_0859,Female,1,1,100,Master,1,1
CAN_0860,Male,0,12,63,Master,1,1
CAN_0861,Female,1,11,33,Bachelor,0,1
CAN_0862,Male,0,8,69,Bachelor,0,1
CAN_0863,Female,1,9,68,Bachelor,0,1
CAN_0864,Male,0,14,86,Master,1,1
CAN_0865,Male,0,4,74,PhD,2,1
CAN_0866,Female,1,1,57,Bachelor,0,0
CAN_0867,Male,0,1,65,PhD,2,1
CAN_0868,Male,0,3,74,Master,1,1
CAN_0869,Female,1,15,37,Master,1,1
CAN_0870,Female,1,14,90,Bachelor,0,1
CAN_0871,Male,0,5,57,Bachelor,0,1
CAN_0872,Male,0,5,91,Master,1,1
CAN_0873,Female,1,9,75,Master,1,1
CAN_0874,Male,0,10,79,Bachelor,0,1
CAN_0875,Male,0,14,87,Master,1,1
CAN_0876,Male,0,12,78,PhD,2,1
CAN_0877,Female,1,2,80,PhD,2,1
CAN_0878,Female,1,2,67,PhD,2,0
CAN_0879,Male,0,6,75,Bachelor,0,0
CAN_0880,Male,0,15,61,Bachelor,0,1
CAN_0881,Male,0,9,64,Master,1,1
CAN_0882,Female,1,1,99,Bachelor,0,0
CAN_0883,Male,0,9,57,Bachelor,0,1
CAN_0884,Male,0,9,72,Bachelor,0,1
CAN_0885,Female,1,13,71,Bachelor,0,1
CAN_0886,Male,0,9,65,Bachelor,0,1
CAN_0887,Female,1,5,77,Bachelor,0,0
CAN_0888,Male,0,13,78,Bachelor,0,1
CAN_0889,Male,0,15,56,Bachelor,0,1
CAN_0890,Male,0,9,71,Master,1,1
CAN_0891,Female,1,11,53,Master,1,1
CAN_0892,Female,1,4,81,Master,1,1
CAN_0893,Female,1,2,72,Bachelor,0,0
CAN_0894,Male,0,13,71,Bachelor,0,1
CAN_0895,Female,1,6,79,Master,1,1
CAN_0896,Male,0,14,65,Master,1,1
CAN_0897,Male,0,4,83,Master,1,1
CAN_0898,Female,1,6,55,Bachelor,0,1
CAN_0899,Male,0,3,91,PhD,2,1
CAN_0900,Male,0,6,61,Bachelor,0,0
CAN_0901,Male,0,2,44,Bachelor,0,0
CAN_0902,Male,0,2,65,Master,1,1
CAN_0903,Male,0,13,63,Master,1,1
CAN_0904,Female,1,9,64,Bachelor,0,1
CAN_0905,Male,0,7,73,Bachelor,0,0
CAN_0906,Female,1,3,86,Master,1,0
CAN_0907,Female,1,13,67,Bachelor,0,1
CAN_0908,Male,0,11,59,Bachelor,0,1
CAN_0909,Male,0,1,53,Bachelor,0,1
CAN_0910,Male,0,8,62,PhD,2,1
CAN_0911,Female,1,14,41,Bachelor,0,1
CAN_0912,Male,0,6,59,PhD,2,1
CAN_0913,Female,1,7,88,Master,1,1
CAN_0914,Male,0,9,57,PhD,2,1
CAN_0915,Female,1,5,79,PhD,2,0
CAN_0916,Male,0,15,51,Bachelor,0,1
CAN_0917,Male,0,1,96,Bachelor,0,1
CAN_0918,Female,1,12,97,Bachelor,0,1
CAN_0919,Female,1,10,78,Bachelor,0,1
CAN_0920,Male,0,7,99,Master,1,1
CAN_0921,Female,1,15,75,Bachelor,0,1
CAN_0922,Male,0,5,81,Bachelor,0,0
CAN_0923,Female,1,3,88,Bachelor,0,1
CAN_0924,Female,1,12,72,PhD,2,1
CAN_0925,Male,0,13,46,Bachelor,0,1
CAN_0926,Male,0,9,81,Bachelor,0,1
CAN_0927,Male,0,1,62,Bachelor,0,0
CAN_0928,Female,1,1,64,PhD,2,0
CAN_0929,Female,1,1,74,Master,1,0
CAN_0930,Male,0,3,78,Bachelor,0,0
CAN_0931,Male,0,12,72,Bachelor,0,1
CAN_0932,Female,1,6,79,Bachelor,0,0
CAN_0933,Female,1,10,59,Bachelor,0,0
CAN_0934,Female,1,11,69,PhD,2,0
CAN_0935,Male,0,3,82,Master,1,1
CAN_0936,Male,0,8,96,Bachelor,0,1
CAN_0937,Male,0,14,100,PhD,2,1
CAN_0938,Female,1,14,76,Bachelor,0,1
CAN_0939,Male,0,10,82,Master,1,1
CAN_0940,Female,1,2,99,PhD,2,1
CAN_0941,Male,0,14,59,Bachelor,0,1
CAN_0942,Female,1,9,79,Master,1,1
CAN_0943,Female,1,3,81,Bachelor,0,1
CAN_0944,Female,1,5,91,Bachelor,0,0
CAN_0945,Male,0,10,52,Bachelor,0,0
CAN_0946,Male,0,8,55,Bachelor,0,0
CAN_0947,Male,0,2,70,Master,1,0
CAN_0948,Female,1,6,75,PhD,2,1
CAN_0949,Female,1,12,86,Master,1,1
CAN_0950,Female,1,5,77,PhD,2,1
CAN_0951,Female,1,13,67,PhD,2,1
CAN_0952,Female,1,10,76,Bachelor,0,1
CAN_0953,Male,0,9,74,Bachelor,0,1
CAN_0954,Female,1,12,96,Bachelor,0,1
CAN_0955,Male,0,5,72,Master,1,1
CAN_0956,Male,0,2,64,PhD,2,0
CAN_0957,Female,1,5,76,Bachelor,0,0
CAN_0958,Male,0,15,72,Master,1,1
CAN_0959,Male,0,12,46,Master,1,1
CAN_0960,Female,1,4,69,Master,1,0
CAN_0961,Male,0,15,68,Bachelor,0,1
CAN_0962,Female,1,11,61,Bachelor,0,1
CAN_0963,Male,0,7,85,Bachelor,0,0
CAN_0964,Male,0,6,58,Bachelor,0,1
CAN_0965,Male,0,14,76,Bachelor,0,1
CAN_0966,Male,0,2,67,Master,1,0
CAN_0967,Female,1,12,71,Bachelor,0,1
CAN_0968,Male,0,11,76,PhD,2,0
CAN_0969,Female,1,11,50,Master,1,0
CAN_0970,Male,0,13,72,Master,1,1
CAN_0971,Female,1,5,100,Bachelor,0,1
CAN_0972,Female,1,7,46,Master,1,0
CAN_0973,Female,1,11,69,PhD,2,1
CAN_0974,Male,0,7,86,Bachelor,0,1
CAN_0975,Male,0,15,74,Bachelor,0,1
CAN_0976,Male,0,5,80,Master,1,1
CAN_0977,Female,1,12,34,Bachelor,0,0
CAN_0978,Male,0,15,78,Bachelor,0,0
CAN_0979,Male,0,9,58,Bachelor,0,0
CAN_0980,Female,1,4,74,Bachelor,0,1
CAN_0981,Male,0,11,69,Master,1,1
CAN_0982,Female,1,3,100,Bachelor,0,0
CAN_0983,Male,0,15,78,PhD,2,1
CAN_0984,Male,0,4,68,Master,1,1
CAN_0985,Female,1,5,47,Master,1,1
CAN_0986,Male,0,13,71,Master,1,1
CAN_0987,Female,1,6,82,PhD,2,1
CAN_0988,Male,0,3,68,Bachelor,0,1
CAN_0989,Male,0,2,62,PhD,2,0
CAN_0990,Female,1,14,61,Master,1,1
CAN_0991,Female,1,13,78,Master,1,1
CAN_0992,Female,1,4,81,Master,1,1
CAN_0993,Male,0,5,90,Bachelor,0,1
CAN_0994,Female,1,4,55,Bachelor,0,0
CAN_0995,Male,0,14,77,Master,1,1
CAN_0996,Male,0,11,68,Bachelor,0,1
CAN_0997,Female,1,13,68,Master,1,1
CAN_0998,Male,0,15,76,Bachelor,0,1
CAN_0999,Female,1,12,76,Bachelor,0,1
CAN_1000,Male,0,3,77,Bachelor,0,0
